name	pos	part	name_agreement_percent	H	subjective_complexity	familiarity	age_of_acquisition	imageability	image_agreement	frequency	frequency_log	syllables	phonemes	arguments	reflexivity	instrumentality	name_relation
112. идти (walk)	verb	NR	59	1.52	2.47	4.39	2.23	1.18	4.77	957.1	2.9814108402	2	4	1	off	off	off
113. извергаться (erupt)	verb	NR	81	1.15	2.72	2.61	3.08	1.61	4.62	0.5	0.1760912591	5	11	1	on	off	off
114. измерять (measure)	verb	NR	82	1.11	2.91	3.64	2.5	1.37	4.27	9.2	1.0086001718	4	9	2	off	on	off
115. искать (look for)	verb	NR	80	1.31	3.23	2.73	1.45	1.4	2	206.9	2.3178544893	2	4	2	off	on	on
116. искрить (spark)	verb	NR	28	3.52	2.73	2.96	1.5	1.14	4.32	0.7	0.2304489214	2	6	1	off	off	off
117. капать (drip)	verb	NR	94	0.41	2.09	4.34	1.65	1.18	3.74	8.7	0.9867717343	3	7	1	off	off	off
118. каркать (caw)	verb	NR	86	0.83	2.75	3.91	1.67	1.11	4.87	2	0.4771212547	3	8	1	off	off	off
119. катать (trundle)	verb	NR	29	2.65	2.95	3.84	1.53	1.24	3.68	6.8	0.8920946027	3	7	2	off	on	off
120. катить (roll tr)	verb	NR	95	0.4	2.7	3.08	1.74	1.2	3.72	7.6	0.9344984512	2	5	2	off	off	off
121. катиться (roll intr)	verb	NR	65	1.44	1.96	3.25	2.02	1.31	4.18	15.4	1.214843848	3	6	1	on	off	off
122. качаться (swing)	verb	NR	83	0.91	2.44	4.23	1.39	1.24	4.59	14	1.1760912591	4	8	1	on	on	on
123. кашлять (caugh)	verb	NR	63	1.17	3.2	4.53	1.6	1.11	4.46	7.6	0.9344984512	3	8	1	off	off	off
124. квакать (croak)	verb	NR	92	0.64	2.38	3.06	1.4	1.19	4.88	0.8	0.2552725051	3	8	1	off	off	off
125. кипеть (boil)	verb	NR	93	0.52	2.59	4.62	2.05	1.24	4.65	18.9	1.2988530764	2	5	1	off	off	off
126. кланяться (bow)	verb	NR	91	0.68	2.21	3.39	2.27	1.17	4.36	10.8	1.0718820073	4	9	1	on	off	off
127. клевать (peck)	verb	NR	77	1.36	2.84	2.52	1.86	1.15	3.02	6.7	0.8864907252	2	6	2	off	off	off
128. клеить (glue)	verb	NR	86	0.93	2.91	3.97	1.94	1.29	3.13	3.3	0.6334684556	2	5	2	off	on	on
129. ковать (forge)	verb	NR	87	0.87	3.35	2	2.66	1.71	4.44	2.8	0.5797835966	2	5	2	off	on	off
130. ковырять (pick (one's nose))	verb	NR	69	1.33	1.94	3.98	1.79	1.23	4.17	3.9	0.69019608	4	9	2	off	off	off
131. колоть (chop)	verb	NR	63	1.06	2.68	3.14	1.81	1.36	3.05	9.2	1.0086001718	2	5	2	off	on	off
132. копать (dig)	verb	NR	78	0.76	2.64	3.75	1.43	1.02	4.78	13.2	1.1522883444	3	7	2	off	on	off
133. кормить (feed)	verb	NR	90	0.71	3.04	3.95	1.42	1.15	4.25	52	1.7242758696	2	6	2	off	off	off
134. кормить (feed)	verb	NR	97	0.24	2.6	3.85	1.24	1.05	4.22	52	1.7242758696	2	6	2	off	on	off
135. косить (mow)	verb	NR	97	0.24	2.82	3.13	2.55	1.19	4.65	10.6	1.0644579892	2	5	2	off	on	on
136. красить (paint)	verb	NR	95	0.35	2.91	3.87	1.44	1.07	4.61	10.9	1.0755469614	2	6	2	off	on	off
137. краситься (put make up on)	verb	NR	71	1.71	2.79	3.85	2.54	1.15	4.87	2.2	0.5051499783	3	7	1	on	on	off
138. кривляться (wriggle)	verb	NR	30	2.9	2.46	3.44	1.79	1.35	4.34	2.2	0.5051499783	4	10	1	on	off	off
139. крутить (twist)	verb	NR	58	2.33	2.48	3.53	1.94	1.74	2.77	26.8	1.4440447959	2	6	2	off	off	off
140. крякать (quack)	verb	NR	90	0.72	2.2	2.87	1.42	1.43	4.84	1.4	0.3802112417	3	8	1	off	off	off
141. кукарекать (crow)	verb	NR	81	1.01	2.65	3.42	1.63	1.05	4.83	0.7	0.2304489214	5	11	1	off	off	off
142. купать (bathe tr)	verb	NR	75	0.99	2.7	3.69	1.46	1.19	4.77	2.3	0.5185139399	3	7	2	off	on	off
144. курить (smoke)	verb	NR	97	0.24	1.88	4.35	2.17	1.05	4.78	65.5	1.8228216453	2	5	2	off	off	off
145. кусать (bite)	verb	NR	60	2.21	2.99	3.27	1.26	1.07	3.81	8.5	0.9777236053	3	7	2	off	off	off
146. лаять (bark)	verb	NR	66	1.57	2.36	3.74	1.26	1.17	4.77	7.1	0.9084850189	2	5	1	off	off	off
147. лепить (sculpt)	verb	NR	91	0.68	3.01	4.14	1.13	1.04	4.3	8.2	0.9637878273	2	5	2	off	off	off
148. лететь (fly)	verb	NR	80	1.21	1.88	2.97	1.24	1.07	3.15	82.9	1.9237619608	2	5	1	off	on	off
149. лететь (fly)	verb	NR	78	1.03	1.79	3.77	1.37	1.15	4.25	82.9	1.9237619608	2	5	1	off	off	off
150. лечить (treat)	verb	NR	72	1.66	3.31	4.01	1.74	1.41	3.69	30.6	1.4996870826	2	5	2	off	on	off
151. ловить (catch)	verb	NR	75	1.39	2.44	3.84	1.51	1.32	3.65	48	1.69019608	2	5	2	off	off	off
152. ловить (catch)	verb	NR	98	0.16	2.4	2.79	1.47	1.35	3.38	48	1.69019608	2	5	2	off	on	off
153. ломать (break)	verb	NR	34	2.53	3.31	2.98	1.29	1.15	2.71	28.2	1.4653828514	3	7	2	off	on	off
154. ломать (break)	verb	NR	47	1.7	2	4.05	1.13	1.19	3.46	28.2	1.4653828514	3	7	2	off	off	off
155. любить (love)	verb	NR	61	2.65	2.34	4.28	1.63	2.57	3.3	503.1	2.7025166974	2	5	2	off	off	off
156. макать (dip)	verb	NR	73	1.66	2.28	3.8	1.13	1.23	2.24	1.7	0.4313637642	3	7	2	off	off	off
157. маршировать (march)	verb	NR	96	0.27	3.34	3.26	1.44	1.2	4.14	3.1	0.6127838567	4	10	1	off	off	off
158. махать (wave)	verb	NR	72	1.65	1.86	4.39	1.55	1.17	2.93	22.2	1.3654879849	2	5	2	off	off	off
159. махать (wave)	verb	NR	59	1.57	2.3	3.24	1.58	1.18	2.68	22.2	1.3654879849	2	5	2	off	off	off
160. мерзнуть (freeze intr)	verb	NR	63	2.1	3.26	3.8	1.72	1.23	3.82	6.6	0.8808135923	2	7	1	off	off	off
161. месить (knead)	verb	NR	72	1.73	2.93	3.52	2.15	1.3	4.61	1.9	0.4623979979	2	5	2	off	off	off
162. мечтать (dream)	verb	NR	90	0.6	3.38	4.56	2.19	2	3.28	72.4	1.8656960599	3	8	2	off	off	off
163. мешать (stir)	verb	NR	47	2.45	2.45	3.49	1.74	1.53	3.24	100.4	2.006037955	3	7	2	off	on	off
164. мокнуть (get wet)	verb	NR	91	0.68	2.93	4.11	1.99	1.3	4.37	2.3	0.5185139399	2	6	1	off	off	off
165. молиться (pray)	verb	NR	94	0.4	2.28	3.82	1.15	1.32	3.32	38	1.591064607	3	6	1	on	off	off
166. морщиться (wrinkle)	verb	NR	40	2.08	3.07	4.09	2.06	1.22	4.52	9.8	1.0334237555	3	7	1	on	off	off
167. мыть (wash tr)	verb	NR	96	0.32	2.73	4.77	1.39	1.09	4.09	28.8	1.4742162641	2	5	2	off	on	off
168. мыть (wash tr)	verb	NR	89	0.7	2.13	4.62	1.21	1.07	3.58	28.8	1.4742162641	2	5	2	off	on	off
169. мыться (wash intr)	verb	NR	91	0.61	3.02	4.84	1.17	1.06	4.67	8.3	0.9684829486	3	6	1	on	on	off
170. мычать (moo)	verb	NR	95	0.38	2.37	3.19	1.52	1.15	4.87	5.9	0.8388490907	2	5	1	off	off	off
171. мять (rumple)	verb	NR	50	2.51	3.36	2.41	1.74	1.62	3.75	4.7	0.7558748557	1	4	2	off	off	off
172. мяукать (mew)	verb	NR	74	1.47	2.08	4.39	1.24	1.1	4.56	1.8	0.4471580313	4	8	1	off	off	off
173. надевать (put on)	verb	NR	56	1.42	2.85	4.68	1.21	1.16	4.36	22.5	1.3710678623	4	9	2	on	off	off
174. надувать (inflate)	verb	NR	99	0.08	1.82	3.86	1.74	1.2	2.17	3	0.6020599913	4	9	2	off	off	off
175. накрывать (cover)	verb	NR	50	1.89	2.86	3.77	1.95	1.43	4.15	6.5	0.8750612634	4	10	2	off	on	off
176. наливать (pour)	verb	NR	68	1.61	2.55	4.04	1.39	1.08	4.23	14.6	1.1931245984	4	9	2	off	on	off
177. намазывать (spread)	verb	NR	64	1.01	2.89	4.17	1.56	1.17	4.85	0.9	0.278753601	5	11	2	off	on	off
178. нанизывать (string)	verb	NR	76	1.43	2.48	3.44	2.47	1.22	4.74	1	0.3010299957	5	11	2	off	off	off
179. наряжать (decorate)	verb	NR	82	0.84	2.65	4.34	2.48	1.33	4.02	1.5	0.3979400087	4	9	2	off	on	off
180. настраивать (tune up)	verb	NR	89	0.77	3.29	3.51	2.8	1.5	3.39	5.7	0.8260748027	5	12	2	off	on	off
181. наступать (step over)	verb	NR	81	1.38	2.62	3.02	1.57	1.15	3.19	44	1.6532125138	4	10	2	off	off	off
182. нести (carry)	verb	NR	94	0.4	2.02	4.34	1.28	1.19	3.98	120.6	2.0849335749	2	5	2	off	off	off
183. нырять (dive)	verb	NR	86	0.83	2.89	3.46	2.09	1.13	4.57	8.7	0.9867717343	3	7	1	off	off	off
184. нюхать (smell)	verb	NR	97	0.24	2.22	4.56	1.62	1.12	4.21	6.6	0.8808135923	3	7	2	off	off	off
185. обливать (pour over)	verb	NR	82	1.19	2.6	3.26	1.93	1.27	4.37	2.3	0.5185139399	4	9	2	off	on	off
186. обливаться (pour over oneself)	verb	NR	77	1.27	2.1	3.06	1.98	1.26	4.51	4.8	0.7634279936	5	10	1	on	on	off
187. облизывать (lick)	verb	NR	42	2.11	2.77	3.48	1.6	1.14	3.67	2.9	0.591064607	5	11	2	off	off	off
188. обмахиваться (fan oneself)	verb	NR	76	1.1	2.53	3.45	2.46	1.28	4.67	0.8	0.2552725051	6	12	2	on	on	off
189. обнимать (hug)	verb	NR	94	0.41	2.39	4.59	1.82	1.12	4.68	20.2	1.3263358609	4	9	2	off	off	off
190. обниматься (hug each other)	verb	NR	63	1.55	2.51	4.6	1.92	1.19	2.11	4.9	0.7708520116	5	10	1	on	off	off
191. обувать (help put shoes on)	verb	NR	67	1.68	2.6	4.07	1.34	1.07	4.37	0.8	0.2552725051	4	8	2	off	off	off
192. обуваться (put shoes on)	verb	NR	69	1.49	2.07	4.89	1.37	1.09	4.7	0.7	0.2304489214	5	9	1	on	off	off
193. обыскивать (search)	verb	NR	84	1.16	3.22	2.43	3.05	1.57	4.3	2.7	0.5682017241	5	11	2	off	off	off
194. одевать (dress tr)	verb	NR	36	2.45	2.7	4.07	1.69	1.18	4.87	5.9	0.8388490907	4	8	2	off	off	off
195. опускать (lower)	verb	NR	57	2.01	3.74	2.55	1.9	1.38	2.66	18.3	1.285557309	4	9	2	off	off	off
196. останавливать (stop)	verb	NR	60	2	2.91	3.72	1.92	1.53	4.18	16.6	1.2455126678	6	14	2	off	off	off
197. открывать (open)	verb	NR	92	0.4	2.37	3.75	1.24	1.19	2.81	85.7	1.9380190975	4	10	2	off	on	on
198. открывать (open)	verb	NR	80	1.28	2.34	4.66	1.33	1.12	4.43	85.7	1.9380190975	4	10	2	off	off	off
199. отплывать (sail from)	verb	NR	58	1.83	2.92	3.09	2.07	1.36	4.34	1.1	0.3222192947	4	10	1	off	on	off
200. отрывать (tear off)	verb	NR	99	0.08	1.83	3.11	1.49	1.21	3.67	11.6	1.1003705451	4	9	2	off	off	off
201. падать (fall)	verb	NR	96	0.32	2.64	3.84	1.61	1.08	4.29	84.2	1.9304395948	3	7	1	off	off	off
202. париться (take a steam bath)	verb	NR	90	0.73	2.98	3.46	2.69	1.36	4.66	3.9	0.69019608	3	6	1	on	on	off
203. пасти (graze)	verb	NR	97	0.24	3.33	2.59	1.64	1.15	4.76	5.2	0.7923916895	2	5	2	off	off	off
204. пастись (pasture)	verb	NR	72	1.55	3.31	3.12	2.11	1.32	4.68	5.6	0.8195439355	3	6	1	on	off	off
205. пахать (plough)	verb	NR	78	1.1	3.27	2.14	2.41	1.28	4.63	9.2	1.0086001718	2	5	2	off	on	off
206. паять (solder)	verb	NR	85	0.99	3.12	2.33	2.93	1.64	4.45	0.6	0.2041199827	3	7	2	off	on	on
207. пеленать (swaddle)	verb	NR	95	0.36	2.67	3.24	2.48	1.14	4.86	1	0.3010299957	4	9	2	off	on	on
208. перебегать (run across)	verb	NR	76	1.24	2.77	4.38	1.84	1.27	4.54	4.2	0.7160033436	5	11	2	off	off	off
209. переводить (take across)	verb	NR	75	1.2	2.71	3.51	2.46	1.37	3.2	32	1.5185139399	4	9	2	off	off	off
210. переезжать (drive across)	verb	NR	85	0.94	3.37	3.71	2.29	1.54	1.89	7.5	0.9294189257	5	11	2	off	on	off
211. перелезать (climb over)	verb	NR	80	1.13	2.98	3.72	2	1.14	4.72	1	0.3010299957	5	11	2	off	off	off
212. переливать (pour from one place to another)	verb	NR	88	0.78	2.36	3.92	1.82	1.11	4.58	1.3	0.361727836	5	11	2	off	off	off
213. переплывать (sail across)	verb	NR	58	1.68	3.25	2.88	2.18	1.25	3.63	0.8	0.2552725051	5	12	2	off	on	off
214. переползать (crawl across)	verb	NR	86	0.85	2.8	2.82	1.89	1.51	3.67	0.9	0.278753601	5	12	2	off	off	off
215. перепрыгивать (jump over)	verb	NR	94	0.4	2.58	3.25	1.62	1.11	3.59	2.7	0.5682017241	6	14	2	off	off	off
216. пересаживать (take up (a plant))	verb	NR	77	1.42	3.38	3.44	2.43	1.49	4.08	1.5	0.3979400087	6	13	2	off	on	off
217. перетягивать (pull over)	verb	NR	62	1.61	2.93	3.32	2.4	1.45	4.75	1	0.3010299957	6	13	2	off	off	off
218. переходить (walk across)	verb	NR	90	0.71	2.77	4.71	1.73	1.13	4.59	52.6	1.7291647897	4	9	2	off	off	off
219. петь (sing)	verb	NR	97	0.22	2.03	4.55	1.41	1.1	4.45	143.2	2.1589652604	2	5	2	off	off	off
220. печатать (type)	verb	NR	94	0.37	3.13	3.38	2.77	1.28	3.99	24.6	1.4082399653	4	9	2	off	on	on
221. печь (bake)	verb	NR	77	1.31	3.55	3.6	1.87	1.16	4.35	8.7	0.9867717343	2	5	2	off	on	on
222. пилить (saw)	verb	NR	95	0.29	2.74	2.94	1.87	1.08	4.7	6.3	0.8633228601	2	5	2	off	on	on
223. пинать (kick)	verb	NR	73	1.35	2.47	2.94	2.03	1.24	3.14	3.2	0.6232492904	3	7	2	off	off	off
224. писать (write)	verb	NR	95	0.38	1.81	4.9	2.86	1.83	4.11	444.3	2.6486526951	2	5	2	off	on	off
225. пить (drink)	verb	NR	93	0.45	1.8	4.96	2.24	1.31	4.45	200.9	2.3051363189	1	4	2	off	on	off
226. плакать (weep)	verb	NR	89	0.68	2.23	4.25	1.13	1.05	4.51	103.9	2.0207754882	2	6	1	off	off	off
227. плевать (spit)	verb	NR	60	1.98	2.34	3.52	1.73	1.12	4.53	17.6	1.2695129442	2	6	1	off	off	off
228. плыть (sail)	verb	NR	68	2.12	2.86	3.12	1.58	1.1	2.81	42.5	1.638489257	2	6	1	off	on	off
229. плыть (swim)	verb	NR	90	0.64	1.82	4.41	2.36	1.13	4.69	42.5	1.638489257	2	6	1	off	off	off
230. поворачивать (turn)	verb	NR	92	0.54	2.64	4.56	1.87	1.27	3.16	16.7	1.2479732664	6	13	1	off	off	off
231. подбегать (run to)	verb	NR	55	2.35	3.27	4.18	1.69	1.28	3.84	4.9	0.7708520116	4	10	1	off	off	off
232. подглядывать (peep)	verb	NR	69	1.08	2.67	2.96	1.96	1.39	4.38	3.3	0.6334684556	5	13	1	off	off	off
233. поджигать (put on fire)	verb	NR	96	0.3	3.02	2.71	2.14	1.31	3.75	3	0.6020599913	4	10	2	off	on	off
234. подлетать (fly up to)	verb	NR	53	2.48	2.79	2.72	2.22	1.55	3.78	2.1	0.4913616938	4	10	1	off	off	off
235. подметать (sweep)	verb	NR	65	1.06	2.96	4.07	1.49	1.06	4.06	3.1	0.6127838567	4	10	2	off	on	off
236. подметать (sweep)	verb	NR	82	0.95	2.82	4.24	1.7	1.07	4.65	3.1	0.6127838567	4	10	2	off	off	off
237. подмигивать (wink)	verb	NR	91	0.72	2.04	4.15	2.19	1.21	4.79	6.6	0.8808135923	5	12	1	off	off	off
238. поднимать (lift)	verb	NR	82	1.11	2.74	3.18	1.33	1.27	2.44	56.9	1.7626785637	4	10	2	off	on	off
239. поднимать (raise)	verb	NR	72	1.74	3.35	2.22	1.27	1.22	2	56.9	1.7626785637	4	10	2	off	on	off
240. подниматься (walk up)	verb	NR	95	0.38	2.4	4.93	1.32	1.12	3.57	75.9	1.8859263398	5	11	1	on	off	off
241. подплывать (swim to)	verb	NR	58	2	2.87	2.89	2.02	1.32	3.88	1.3	0.361727836	4	11	1	off	on	off
242. подползать (crawl to)	verb	NR	62	2.07	2.91	2.78	1.87	1.35	3.56	1.3	0.361727836	4	11	1	off	off	off
243. поскальзываться (slip)	verb	NR	59	1.56	2.61	3.46	1.95	1.19	4.26	0	0	6	14	1	on	off	off
244. подслушивать (overhear)	verb	NR	93	0.43	2.52	3.57	2.26	1.28	4.71	4.8	0.7634279936	5	13	1	off	off	off
245. подтягиваться (pull oneself up)	verb	NR	96	0.3	2.15	3.6	2.51	1.16	4.85	2.8	0.5797835966	6	13	1	on	on	off
246. подходить (approach)	verb	NR	42	2.37	3.49	4.32	1.81	1.57	3.14	116.9	2.0715138051	3	8	1	off	off	off
247. подчеркивать (underline)	verb	NR	79	1.37	2.7	4.26	2.43	1.12	4.76	32.1	1.5198279938	5	13	2	off	on	off
248. подъезжать (drive up)	verb	NR	85	0.98	2.96	4.08	2	1.32	4.02	9.9	1.0374264979	4	10	1	off	on	off
249. поить (give water)	verb	NR	69	1.15	3.27	3.52	1.96	1.27	3.85	7.3	0.9190780924	2	4	2	off	on	off
250. показывать (show)	verb	NR	51	1.99	3.14	4.03	1.59	1.34	3.15	155	2.1931245984	5	11	2	off	off	off
251. покупать (buy)	verb	NR	87	0.78	3.11	4.57	1.64	1.26	4.14	74.5	1.8779469516	4	9	2	off	on	off
252. ползти (crawl)	verb	NR	92	0.62	2.9	3.19	1.49	1.1	2.75	22.7	1.374748346	2	6	1	off	off	off
253. поливать (water tr)	verb	NR	98	0.16	2.55	4.25	1.77	1.09	4.71	11.1	1.0827853703	4	9	2	off	on	on
254. потеть (sweat)	verb	NR	60	1.88	2.32	4.36	2.37	1.64	3.96	5.3	0.7993405495	3	7	1	off	off	off
255. прибивать (nail)	verb	NR	54	1.86	2.5	3.95	2.38	1.23	4.51	1.5	0.3979400087	4	10	2	off	on	off
256. привязывать (tie to sth)	verb	NR	95	0.36	2.73	3.52	1.8	1.14	4	5	0.7781512504	5	12	2	off	on	off
257. приседать (squat)	verb	NR	96	0.27	1.74	4.17	1.88	1.15	4.67	3.5	0.6532125138	4	10	1	off	off	off
258. пристегиваться (fasten oneself)	verb	NR	77	0.96	2.7	4.25	2.67	1.23	4.7	0.4	0.1461280357	6	14	1	on	on	off
259. пришивать (sew)	verb	NR	97	0.24	2.39	3.98	2.01	1.12	4.75	1.8	0.4471580313	4	10	2	off	on	off
260. продавать (sell)	verb	NR	51	1.83	3.44	3.85	1.94	1.31	4.16	56.3	1.758154622	3	8	2	off	off	off
261. просить (ask)	verb	NR	39	2.15	2.87	3.44	1.4	1.89	2.62	215.9	2.336259552	2	6	1	off	off	off
262. просыпаться (wake up)	verb	NR	82	1.24	2.75	4.97	1.29	1.13	4.69	25.7	1.4265112614	5	11	1	on	off	off
263. протирать (wipe)	verb	NR	94	0.4	2.67	4.45	2.09	1.16	3.55	6.4	0.8692317197	4	10	2	off	off	off
264. прыгать (jump)	verb	NR	87	0.84	2.34	3.77	1.23	1.07	2.87	38.5	1.5965970956	3	8	1	off	off	off
265. прыгать (skip)	verb	NR	66	0.92	2.98	4.65	1.21	1.03	3.82	38.5	1.5965970956	3	8	1	off	on	on
266. прясть (spin)	verb	NR	93	0.54	2.96	2.08	2.59	1.8	4.63	0.8	0.2552725051	2	6	2	off	on	on
267. прятать (hide tr)	verb	NR	71	1.93	3.48	3.36	1.5	1.48	3.55	26.9	1.4456042033	2	6	2	off	off	off
268. прятаться (hide intr)	verb	NR	75	1.79	2.71	3.82	1.45	1.11	4.02	28.4	1.4683473304	3	7	1	on	off	off
269. пугать (frighten)	verb	NR	95	0.38	2.9	3.42	1.52	1.56	4.28	32.6	1.5263392774	3	7	2	off	off	off
270. путешествовать (travel)	verb	NR	95	0.38	3.14	4.27	2.3	1.62	3.09	13.2	1.1522883444	5	13	1	off	off	off
271. пылесосить (vacuum)	verb	NR	97	0.22	1.96	3.57	2.33	1.08	4.91	0.5	0.1760912591	4	9	2	off	on	on
272. пытать (torture)	verb	NR	87	0.9	3.47	2.17	1.91	1.44	3.46	6.6	0.8808135923	3	7	2	off	on	off
273. радоваться (be glad)	verb	NR	78	1.56	2.46	4.34	1.76	1.44	4.04	57.8	1.7693773261	4	8	1	on	off	off
274. развеваться (flutter)	verb	NR	74	1.42	2.31	3.47	2.67	1.35	4.44	4.4	0.7323937598	5	11	1	on	off	off
275. разгибать (unbend)	verb	NR	36	2.54	2.73	2.48	2.13	1.27	3.81	1.3	0.361727836	4	10	2	off	off	off
276. разговаривать (talk)	verb	NR	60	2.02	2.61	4.84	1.32	1.18	3.41	95.4	1.9840770339	6	14	1	off	on	off
277. разговаривать (talk)	verb	NR	54	2.2	2.1	4.96	1.27	1.3	3.82	95.4	1.9840770339	6	14	1	off	off	off
278. разгружать (unload)	verb	NR	35	3.13	3.38	2.62	2.5	1.43	3.58	2.6	0.5563025008	4	11	2	off	on	off
279. раздевать (undress)	verb	NR	84	0.91	2.91	3.94	1.66	1.3	3.28	3	0.6020599913	4	10	2	off	off	off
280. раздеваться (strip)	verb	NR	70	1.07	2.43	4.9	1.45	1.11	3.99	11.3	1.0899051114	5	11	1	on	off	off
281. разжигать (inflame)	verb	NR	46	2.46	3.11	3.58	2.28	1.43	4.59	3.4	0.6434526765	4	9	2	off	on	off
282. раскатывать (roll out)	verb	NR	92	0.57	2.28	3.62	2.19	1.47	4.75	1.5	0.3979400087	5	12	2	off	on	off
283. распускать (unknit)	verb	NR	85	0.86	3.05	2.86	2.39	1.74	3.37	4	0.6989700043	4	11	2	off	off	off
284. растягивать (stretch out)	verb	NR	46	2.07	2.68	3.56	2.29	1.4	3.69	4.6	0.748188027	5	12	2	off	off	off
285. расчёсывать (brush (one's hair))	verb	NR	63	0.95	3.21	3.77	1.4	1.06	4.55	2.3	0.5185139399	5	11	2	off	on	on
286. рвать (tear)	verb	NR	82	0.9	2.36	4.07	1.43	1.13	4.46	22.2	1.3654879849	1	4	2	off	off	off
287. регулировать (control)	verb	NR	89	0.86	3.02	3.39	3.07	1.77	4.03	21	1.3424226808	5	11	2	off	on	off
288. резать (cut)	verb	NR	73	1	2.43	4.72	1.39	1.09	4.8	23	1.3802112417	2	5	2	off	on	off
289. ржать (neigh)	verb	NR	80	1.51	2.45	2.75	2.47	1.63	3.6	4.8	0.7634279936	1	4	1	off	off	off
290. рисовать (draw)	verb	NR	94	0.33	2.62	3.8	1.19	1.04	3.91	37.5	1.5854607295	3	7	2	off	on	off
291. ронять (drop)	verb	NR	85	1.07	2.96	3.93	1.48	1.22	3.91	8.7	0.9867717343	3	7	2	off	off	off
292. ругать (scold)	verb	NR	76	1.4	3.25	4.07	1.53	1.28	4.52	23.2	1.383815366	3	7	2	off	off	off
293. рыть (shovel)	verb	NR	47	1.94	2.58	3.35	2.16	1.41	3.26	8.7	0.9867717343	2	5	2	off	off	off
294. рыхлить (prong)	verb	NR	32	3.5	3.12	3.38	2.71	1.61	4.26	0.7	0.2304489214	2	6	2	off	on	off
295. садиться (sit down)	verb	NR	56	2.63	3.04	4.47	1.19	1.09	4.31	77.9	1.8970770032	3	6	1	on	off	off
296. сажать (plant)	verb	NR	87	0.84	2.92	3.56	1.84	1.19	4.36	21.3	1.348304863	3	7	2	off	on	off
297. сбрасывать (drop)	verb	NR	68	1.82	2.8	2.63	2.32	1.41	3.17	11.4	1.0934216852	4	11	2	off	off	off
298. сверлить (drill)	verb	NR	95	0.38	2.93	3.19	2.36	1.15	4.65	3.2	0.6232492904	2	7	2	off	on	on
299. светить (shine)	verb	NR	67	1.82	2.59	3.16	1.53	1.21	2.97	21.1	1.3443922737	2	6	1	off	off	off
300. свистеть (blow the whistle)	verb	NR	92	0.53	1.86	3.61	2.63	1.15	4.63	8.8	0.9912260757	2	7	1	off	on	on
301. свистеть (whistle)	verb	NR	74	1.31	2.04	3.96	1.79	1.12	4.41	8.8	0.9912260757	2	7	1	off	off	off
302. сеять (sow)	verb	NR	97	0.24	2.76	2.78	2.3	1.18	4.65	9.9	1.0374264979	2	5	2	off	off	off
303. сидеть (sit)	verb	NR	94	0.48	2.24	4.86	1.18	1.04	4.65	538.1	2.7316693318	2	5	1	off	off	off
304. скакать (trottle)	verb	NR	87	1	2.91	3.13	1.71	1.18	3.61	15.3	1.2121876044	2	6	1	off	on	off
305. складывать (stack)	verb	NR	56	1.99	3.58	2.96	1.62	1.38	2.38	13.4	1.1583624921	4	11	2	off	off	off
306. слезать (come down)	verb	NR	46	2.37	2.93	3.57	1.6	1.17	3.3	4.1	0.7075701761	3	8	1	off	off	off
307. слушать (listen)	verb	NR	94	0.4	2.25	4.89	1.23	1.38	2.86	239.5	2.3811150807	3	8	2	off	on	off
308. смеяться (laugh)	verb	NR	86	0.92	2.57	4.91	1.25	1.06	4.56	117.9	2.0751818546	3	7	1	on	off	off
309. смотреть (watch)	verb	NR	56	1.93	2.34	3.47	1.14	1.3	3.26	667.2	2.8249064713	2	7	2	off	on	off
310. смотреть (watch)	verb	NR	97	0.24	2.31	4.67	1.67	1.44	2.05	667.2	2.8249064713	2	7	2	off	off	off
311. собирать (gather)	verb	NR	96	0.3	3.01	3.58	1.44	1.45	3.27	75.1	1.8813846568	4	9	2	off	off	off
312. солить (salt)	verb	NR	84	0.93	2.34	4.51	1.9	1.12	4.41	2.1	0.4913616938	2	5	2	off	on	on
313. сосать (suck)	verb	NR	78	1.29	3.15	3.29	1.63	1.23	3.07	7.5	0.9294189257	2	5	2	off	off	off
314. сохнуть (dry intr)	verb	NR	37	2.75	3.3	3.25	2.12	1.54	2.77	4.8	0.7634279936	2	6	1	off	off	off
315. сочинять (compose)	verb	NR	82	1.12	2.84	3.2	2.19	2.15	3.57	21.6	1.3541084391	4	9	2	off	off	off
316. спасать (save)	verb	NR	91	0.7	3.56	2.9	1.99	1.9	3.92	33.1	1.532754379	3	8	2	off	off	off
317. спать (sleep)	verb	NR	88	0.84	2.42	4.77	1.09	1	4.77	221.9	2.3481100685	1	4	1	off	off	off
318. списывать (copy)	verb	NR	54	2.66	2.87	3.99	2.74	1.19	4.38	4.1	0.7075701761	4	10	2	off	on	off
319. спускаться (go down)	verb	NR	96	0.27	2.78	4.68	1.71	1.16	4.36	34.3	1.5477747054	4	10	1	on	off	off
320. ставить (put)	verb	NR	81	1.3	3.03	3.97	1.43	1.47	3.96	138.7	2.1451964061	2	6	2	off	off	off
321. стирать (wash)	verb	NR	97	0.24	2.53	3.99	1.76	1.21	4.61	13.8	1.1702617154	3	8	2	off	on	on
322. стирать (wash)	verb	NR	94	0.41	2.38	4.49	1.93	1.13	4.33	13.8	1.1702617154	3	8	2	off	off	off
323. сторожить (guard)	verb	NR	42	2.07	2.79	2.82	2.18	1.76	4.04	5.3	0.7993405495	3	8	2	off	off	off
324. стоять (stand)	verb	NR	81	1.44	2.32	4.61	1.07	1.1	4.61	419.3	2.62355939	2	5	1	off	off	off
